Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
45,Male,6721,38212,731708,214,436,Employed,Widowed,Semiurban,1
51,Female,79982,4188,661568,271,501,Unemployed,Single,Rural,0
19,Male,8304,13060,220695,267,456,Employed,Married,Semiurban,0
49,Female,44967,10233,531259,292,554,Unemployed,Married,Semiurban,1
40,Male,42462,3088,559083,36,480,Employed,Divorced,Rural,1
39,Male,73834,1646,366561,181,708,Employed,Single,Semiurban,0
42,Female,52155,13127,661343,14,327,Self-employed,Single,Semiurban,0
39,Female,77842,32615,671862,209,814,Self-employed,Widowed,Semiurban,0
39,Male,4589,487,114267,113,844,Employed,Widowed,Rural,0
59,Female,39078,15453,393176,129,498,Unemployed,Single,Semiurban,0
23,Male,56918,34515,408570,243,368,Self-employed,Married,Rural,0
32,Female,15601,16911,265371,135,316,Self-employed,Widowed,Semiurban,1
60,Male,9711,17551,203735,239,845,Self-employed,Widowed,Semiurban,0
54,Female,61430,16278,745919,9,359,Employed,Married,Rural,0
50,Male,65327,20856,422076,225,483,Unemployed,Married,Rural,1
25,Male,5970,11931,693688,267,664,Unemployed,Widowed,Semiurban,1
61,Male,71535,22188,470404,35,733,Employed,Single,Semiurban,0
61,Female,38176,483,363659,322,498,Self-employed,Widowed,Urban,0
22,Male,43730,451,47769,82,531,Unemployed,Married,Semiurban,0
56,Female,15385,4069,57084,188,667,Unemployed,Widowed,Rural,0
21,Female,7950,13386,570538,297,729,Employed,Divorced,Semiurban,1
23,Female,75511,7207,378277,207,418,Unemployed,Married,Urban,1
62,Male,55009,37165,760573,162,629,Unemployed,Widowed,Semiurban,0
49,Female,25398,38439,708227,105,514,Self-employed,Divorced,Urban,0
47,Female,27277,18157,372678,127,621,Self-employed,Married,Rural,0
64,Female,28761,22006,476633,320,448,Self-employed,Divorced,Rural,0
52,Male,66435,9190,186652,115,707,Unemployed,Single,Semiurban,0
57,Female,65944,40180,677691,172,676,Self-employed,Married,Urban,0
33,Female,33533,18449,537860,135,619,Employed,Divorced,Rural,0
30,Female,74502,41357,277040,275,304,Self-employed,Single,Semiurban,0
59,Female,74123,29678,562365,143,701,Self-employed,Divorced,Rural,0
47,Male,24880,14929,745694,181,502,Unemployed,Married,Semiurban,1
36,Male,72627,39100,342370,69,336,Self-employed,Married,Urban,0
34,Female,43753,48747,528319,136,353,Employed,Married,Semiurban,1
36,Female,3561,7913,507606,333,587,Self-employed,Single,Rural,0
45,Female,55205,9995,765232,193,583,Self-employed,Widowed,Semiurban,0
43,Female,61810,26727,313365,282,344,Employed,Married,Rural,0
54,Male,66482,1946,308764,355,583,Employed,Single,Urban,0
43,Male,71192,36183,352511,152,341,Self-employed,Single,Rural,1
40,Male,30330,1394,646249,340,716,Unemployed,Married,Rural,1
26,Male,18139,47852,670624,25,571,Employed,Married,Urban,1
29,Female,34977,2421,21049,319,440,Employed,Married,Urban,0
18,Female,6983,20303,737524,47,346,Unemployed,Married,Semiurban,1
18,Male,41909,40113,465894,355,466,Employed,Widowed,Urban,0
64,Male,66480,19467,347523,349,425,Employed,Widowed,Rural,0
51,Female,51029,40798,34236,145,771,Unemployed,Divorced,Semiurban,0
49,Female,23329,24504,774839,14,669,Self-employed,Widowed,Urban,0
65,Female,38734,10980,768461,84,306,Unemployed,Divorced,Rural,0
42,Female,44837,1844,247863,343,575,Self-employed,Divorced,Urban,1
57,Female,76354,34572,162079,153,364,Employed,Single,Rural,0
62,Male,78454,41849,33498,198,501,Employed,Widowed,Urban,1
18,Male,68786,18887,693586,264,441,Self-employed,Widowed,Semiurban,1
33,Female,6758,18277,45348,141,397,Unemployed,Widowed,Semiurban,1
56,Female,69699,37112,294668,44,516,Employed,Single,Semiurban,0
22,Male,23832,22975,185561,325,592,Unemployed,Divorced,Rural,1
39,Female,3868,19449,675658,292,807,Self-employed,Widowed,Semiurban,0
46,Male,52665,44601,148207,155,433,Self-employed,Married,Semiurban,1
20,Male,43862,19459,649426,357,561,Self-employed,Single,Semiurban,0
29,Male,21728,1259,77916,10,583,Unemployed,Single,Rural,1
43,Male,41857,18604,490341,241,401,Unemployed,Single,Semiurban,0
33,Female,30183,13859,365146,241,676,Self-employed,Single,Semiurban,0
54,Female,20940,43798,566076,319,505,Employed,Divorced,Urban,1
39,Male,7280,25362,685280,110,312,Self-employed,Divorced,Rural,1
46,Female,4164,27943,591303,212,422,Employed,Widowed,Semiurban,1
31,Female,20405,21319,461226,244,309,Employed,Widowed,Semiurban,1
45,Female,4821,35215,141715,324,466,Employed,Single,Semiurban,0
22,Female,57090,35897,579382,322,450,Unemployed,Married,Urban,0
64,Male,24516,7697,152801,57,336,Employed,Divorced,Urban,0
47,Female,12473,23075,582334,113,773,Employed,Single,Urban,0
63,Male,48454,31360,393343,38,743,Self-employed,Divorced,Semiurban,0
22,Male,44530,28160,721399,27,641,Employed,Single,Rural,0
29,Female,79714,28735,439500,312,304,Employed,Married,Rural,0
33,Male,71081,31293,470362,16,525,Self-employed,Single,Urban,0
43,Female,26798,3949,351202,132,838,Unemployed,Single,Semiurban,0
43,Female,2863,10659,353453,55,423,Employed,Single,Rural,1
65,Male,18148,8010,541092,203,702,Unemployed,Married,Semiurban,0
38,Female,56459,26769,718227,22,334,Self-employed,Widowed,Urban,0
56,Male,68189,23823,672292,49,536,Unemployed,Widowed,Urban,1
53,Male,10129,16400,185482,190,767,Employed,Widowed,Semiurban,0
50,Female,25118,40727,350174,44,798,Unemployed,Single,Rural,0
47,Female,2443,39009,421925,142,811,Unemployed,Widowed,Rural,0
54,Female,29041,14787,362869,284,616,Self-employed,Single,Urban,0
40,Male,23053,7906,535775,169,602,Self-employed,Divorced,Semiurban,0
27,Female,39204,45953,415420,36,401,Self-employed,Single,Urban,0
22,Male,44240,13303,535276,345,611,Self-employed,Divorced,Rural,0
53,Male,63102,1266,32364,28,381,Self-employed,Single,Semiurban,0
51,Female,10291,33246,698763,204,492,Self-employed,Married,Semiurban,1
48,Female,18285,3977,550336,179,523,Self-employed,Married,Urban,1
27,Female,63589,6068,143165,63,352,Self-employed,Widowed,Semiurban,1
36,Male,15944,44504,238980,201,644,Unemployed,Married,Semiurban,0
49,Female,56391,31227,350627,93,384,Self-employed,Single,Semiurban,1
18,Male,3607,12740,27727,147,510,Unemployed,Married,Semiurban,1
22,Female,4953,22797,702527,286,482,Employed,Married,Urban,1
62,Female,46941,7791,423100,212,571,Self-employed,Single,Semiurban,1
21,Male,73469,485,471427,177,805,Employed,Widowed,Rural,0
33,Male,78922,45048,311456,307,526,Self-employed,Widowed,Urban,0
41,Female,63683,30695,570057,323,311,Employed,Widowed,Semiurban,0
33,Female,72218,37441,135205,280,392,Unemployed,Divorced,Urban,1
19,Female,13154,337,407791,351,629,Self-employed,Widowed,Rural,0
45,Female,11047,25436,695434,53,489,Unemployed,Single,Semiurban,1
49,Female,77874,15092,510750,166,592,Employed,Widowed,Semiurban,1
44,Male,16323,34771,227364,170,560,Unemployed,Single,Urban,1
37,Male,39693,1471,671024,222,622,Self-employed,Divorced,Urban,1
41,Male,60730,44388,347794,122,309,Unemployed,Married,Urban,0
29,Male,28292,27696,354204,342,387,Unemployed,Single,Urban,0
52,Female,47111,6489,777734,256,639,Employed,Divorced,Urban,1
50,Male,77453,7856,605983,249,617,Employed,Divorced,Semiurban,0
50,Male,77681,28611,149371,252,848,Self-employed,Married,Urban,0
60,Male,41491,9365,791270,78,522,Employed,Single,Urban,1
54,Female,51336,34373,513864,289,508,Unemployed,Widowed,Urban,0
29,Male,18905,5664,308541,200,348,Employed,Divorced,Rural,0
20,Female,32273,23323,726351,272,835,Self-employed,Widowed,Semiurban,0
18,Male,28234,26455,454135,92,562,Employed,Single,Urban,1
50,Female,68538,5379,375209,251,505,Self-employed,Single,Semiurban,0
57,Male,34573,44353,194519,163,796,Self-employed,Married,Semiurban,0
27,Female,66320,2124,594786,41,764,Unemployed,Widowed,Urban,1
60,Male,13330,46189,637402,241,319,Unemployed,Single,Rural,1
61,Female,74553,31536,49572,253,407,Unemployed,Married,Rural,1
46,Female,43353,4991,235888,105,439,Self-employed,Divorced,Semiurban,0
30,Male,18011,6794,206346,232,390,Employed,Widowed,Urban,0
29,Female,62985,29218,496018,124,570,Employed,Married,Semiurban,0
48,Female,19044,31113,40389,359,628,Self-employed,Married,Semiurban,0
63,Male,40292,36074,577551,201,509,Self-employed,Divorced,Urban,0
19,Male,7250,27977,407328,93,754,Employed,Married,Rural,0
52,Female,25289,28359,223711,41,583,Employed,Married,Semiurban,0
40,Male,35087,49302,240417,319,665,Self-employed,Divorced,Semiurban,0
34,Male,77952,48673,24984,33,783,Employed,Married,Semiurban,0
43,Male,38368,18043,763874,44,302,Employed,Widowed,Semiurban,1
25,Female,72815,22523,337188,327,463,Self-employed,Single,Semiurban,1
46,Female,63040,9070,437426,10,687,Self-employed,Married,Urban,0
43,Female,60900,7199,323950,146,308,Unemployed,Married,Rural,0
27,Female,17494,18703,207824,233,665,Unemployed,Single,Urban,0
43,Female,47166,19267,332940,14,311,Employed,Married,Urban,1
51,Female,27333,14133,260965,62,373,Self-employed,Divorced,Urban,0
58,Female,35050,28571,14527,288,537,Employed,Widowed,Rural,0
24,Male,50070,26991,666304,183,407,Self-employed,Divorced,Urban,0
21,Female,7166,11579,420734,87,824,Employed,Single,Rural,1
62,Female,9121,49741,231468,90,533,Employed,Divorced,Semiurban,0
28,Male,16677,33355,562390,70,738,Self-employed,Widowed,Semiurban,0
46,Male,58561,19003,143741,348,780,Unemployed,Married,Urban,0
53,Male,39664,21871,368227,295,391,Unemployed,Divorced,Semiurban,1
42,Female,3293,6223,292523,141,497,Self-employed,Married,Semiurban,0
38,Male,24443,14197,421928,255,415,Employed,Married,Semiurban,1
53,Female,51212,9387,646413,99,664,Employed,Widowed,Urban,0
27,Female,77276,37121,286335,53,452,Employed,Widowed,Urban,1
54,Female,14559,26902,265978,105,407,Self-employed,Married,Rural,0
26,Male,67231,14839,149331,343,827,Unemployed,Widowed,Semiurban,0
41,Male,41044,35373,698318,199,355,Self-employed,Married,Urban,1
52,Female,23747,35306,161588,122,751,Unemployed,Married,Semiurban,0
52,Female,75509,13896,40931,272,691,Unemployed,Divorced,Urban,1
65,Female,32129,41525,16624,313,507,Self-employed,Married,Rural,0
53,Male,2037,16198,159944,169,809,Unemployed,Single,Rural,0
35,Female,50503,34524,129148,292,599,Unemployed,Widowed,Urban,0
56,Male,30207,28651,299935,29,578,Unemployed,Single,Semiurban,1
49,Female,35241,32636,796084,101,443,Employed,Single,Rural,0
41,Male,2058,34128,302660,259,503,Self-employed,Divorced,Urban,1
40,Female,70172,27144,227580,126,528,Employed,Single,Rural,0
49,Male,16834,18757,13095,77,564,Self-employed,Widowed,Urban,0
54,Male,29190,33963,204965,358,765,Employed,Married,Rural,0
29,Male,74832,18515,275239,69,436,Unemployed,Widowed,Urban,0
30,Male,23383,40777,81216,248,539,Employed,Divorced,Rural,0
40,Male,26660,22027,453340,132,748,Employed,Divorced,Rural,0
42,Male,4674,13792,688602,44,614,Self-employed,Married,Urban,1
52,Female,24820,15777,555621,358,450,Self-employed,Single,Rural,0
58,Female,27666,19794,411385,82,624,Employed,Married,Urban,0
47,Female,45794,32544,619363,10,702,Self-employed,Single,Rural,0
34,Female,4076,18751,634661,145,652,Unemployed,Single,Rural,0
37,Male,66854,31023,326366,257,409,Unemployed,Single,Urban,0
65,Female,54342,19727,485474,162,765,Unemployed,Single,Rural,0
42,Male,39555,47793,679276,264,339,Self-employed,Single,Rural,1
39,Male,57208,23665,131394,322,639,Self-employed,Married,Urban,0
30,Male,34406,31126,74309,242,671,Employed,Divorced,Semiurban,0
36,Female,63572,19481,446410,80,824,Self-employed,Divorced,Urban,0
53,Male,42262,25836,588710,34,806,Employed,Divorced,Semiurban,0
29,Female,25216,34101,26045,46,352,Self-employed,Married,Rural,0
58,Female,70117,23549,465809,34,379,Self-employed,Widowed,Semiurban,1
36,Female,32284,45604,546349,105,650,Employed,Married,Semiurban,0
29,Female,22171,3336,214746,325,850,Unemployed,Divorced,Urban,0
26,Female,16333,8157,565030,63,639,Self-employed,Widowed,Semiurban,0
24,Male,32535,36155,292004,216,420,Employed,Single,Semiurban,1
45,Male,77940,37481,261152,143,364,Self-employed,Divorced,Rural,1
31,Female,35700,31567,217511,16,739,Self-employed,Divorced,Urban,0
48,Male,43516,37869,715160,338,595,Self-employed,Single,Urban,1
36,Female,17577,2431,230650,194,504,Self-employed,Widowed,Semiurban,0
64,Male,17015,33784,44212,99,577,Self-employed,Single,Rural,1
33,Male,23236,17025,72414,347,434,Employed,Single,Urban,1
22,Male,68640,20446,371737,186,677,Self-employed,Married,Rural,0
52,Male,47704,8507,473554,326,351,Employed,Single,Semiurban,0
29,Male,44369,33208,295682,288,366,Employed,Divorced,Semiurban,0
42,Male,5646,17522,250371,326,302,Unemployed,Divorced,Urban,0
38,Male,27906,47402,250139,63,750,Employed,Divorced,Semiurban,0
53,Male,49728,25490,787476,30,809,Employed,Widowed,Rural,0
40,Male,16878,38011,393183,309,737,Unemployed,Divorced,Rural,0
33,Male,11145,35071,16690,265,827,Self-employed,Single,Semiurban,0
56,Male,20226,47754,277467,218,401,Unemployed,Married,Semiurban,1
62,Male,4802,30413,401530,120,736,Self-employed,Divorced,Rural,1
59,Male,26119,45102,526819,193,320,Self-employed,Widowed,Semiurban,1
56,Female,65560,14040,563434,265,686,Employed,Single,Semiurban,0
31,Male,59353,38718,674716,141,832,Self-employed,Single,Semiurban,1
48,Male,64126,7046,81805,95,391,Unemployed,Widowed,Rural,0
22,Male,73641,39374,769870,226,432,Unemployed,Married,Semiurban,1
52,Male,53712,36189,141412,21,804,Self-employed,Widowed,Rural,0
40,Male,54189,46202,311996,152,752,Unemployed,Married,Urban,0
46,Male,59784,18462,703035,106,447,Unemployed,Widowed,Semiurban,1
60,Female,70285,38871,103756,224,531,Employed,Single,Semiurban,1
28,Female,44949,20534,242909,50,464,Employed,Divorced,Semiurban,0
35,Female,36129,34968,529680,68,613,Employed,Divorced,Urban,0
64,Male,26512,20935,338151,355,597,Self-employed,Married,Semiurban,1
29,Male,65554,40995,668497,297,522,Employed,Single,Rural,1
26,Male,4064,9009,543285,71,652,Unemployed,Divorced,Semiurban,1
27,Female,53567,46989,89970,124,715,Employed,Widowed,Rural,0
61,Male,32011,46876,389112,239,361,Unemployed,Single,Rural,1
34,Male,73152,1946,525155,13,675,Employed,Single,Rural,0
55,Female,75511,36724,243538,200,704,Unemployed,Divorced,Rural,0
24,Female,12960,45311,35278,232,554,Employed,Widowed,Rural,0
63,Male,60920,40483,408613,32,750,Employed,Widowed,Semiurban,0
30,Male,23387,3325,167602,295,689,Employed,Divorced,Semiurban,0
57,Male,17324,8699,796226,33,647,Employed,Widowed,Semiurban,0
59,Male,65960,3745,658345,164,801,Unemployed,Divorced,Rural,0
26,Female,73779,45076,504966,150,621,Employed,Married,Urban,0
44,Male,34628,44837,505013,239,843,Self-employed,Married,Semiurban,0
19,Male,77096,30794,601187,113,363,Employed,Single,Semiurban,1
22,Female,49452,24544,245671,208,453,Employed,Divorced,Semiurban,0
46,Male,43098,21198,124718,270,816,Self-employed,Widowed,Rural,0
54,Male,72459,13489,606856,318,694,Unemployed,Widowed,Semiurban,0
55,Female,41235,46116,276592,306,629,Self-employed,Divorced,Rural,0
36,Female,29949,22474,345920,16,762,Unemployed,Single,Semiurban,0
25,Male,24821,18420,457822,330,391,Self-employed,Divorced,Semiurban,0
65,Female,73612,2677,124028,100,521,Self-employed,Widowed,Rural,0
62,Female,24032,34512,320817,135,489,Self-employed,Divorced,Rural,0
18,Male,75537,11175,548719,108,504,Unemployed,Widowed,Semiurban,1
39,Female,17303,43318,251740,278,511,Employed,Widowed,Rural,0
34,Male,14303,42191,267321,115,388,Employed,Divorced,Rural,0
24,Male,52701,1177,641778,297,662,Self-employed,Married,Rural,0
42,Male,52511,761,488626,136,670,Unemployed,Widowed,Urban,0
62,Male,20280,37546,232593,196,631,Unemployed,Widowed,Rural,1
21,Female,41427,6458,490895,304,725,Employed,Single,Rural,0
53,Male,8967,20110,123254,98,754,Unemployed,Widowed,Urban,0
23,Male,8661,42503,541519,294,721,Unemployed,Divorced,Rural,1
48,Male,79952,28253,477768,211,470,Self-employed,Married,Urban,0
36,Male,68046,18317,188219,34,548,Unemployed,Widowed,Semiurban,1
61,Female,37200,28433,19082,192,480,Unemployed,Married,Semiurban,1
56,Female,69442,7179,790195,342,774,Self-employed,Single,Semiurban,0
44,Female,63671,14849,209383,182,782,Employed,Divorced,Rural,0
27,Male,60168,4444,150205,336,683,Employed,Widowed,Urban,0
43,Female,50322,2964,723237,161,703,Unemployed,Married,Semiurban,0
36,Female,39696,41990,381816,251,460,Self-employed,Widowed,Rural,0
56,Male,72246,12811,121315,204,547,Employed,Married,Semiurban,1
20,Female,40892,10067,158499,114,618,Unemployed,Single,Semiurban,0
62,Male,17583,39992,127511,77,830,Employed,Married,Semiurban,0
30,Female,57215,10472,456048,226,412,Unemployed,Widowed,Rural,1
45,Female,26853,15126,281981,286,643,Employed,Divorced,Urban,0
37,Female,8109,3101,226600,219,422,Self-employed,Married,Urban,1
45,Female,61757,26990,227104,80,618,Self-employed,Married,Urban,0
25,Male,8659,36665,458245,247,777,Employed,Divorced,Urban,0
58,Male,3238,3678,7469,155,712,Self-employed,Widowed,Rural,0
56,Female,17064,34611,316211,328,544,Employed,Married,Rural,1
18,Male,33115,30729,577842,183,843,Employed,Single,Rural,0
20,Female,33952,29035,429325,181,756,Self-employed,Widowed,Semiurban,0
30,Female,7620,15958,290005,109,452,Unemployed,Married,Urban,1
45,Female,46258,24250,772423,124,314,Self-employed,Single,Rural,1
42,Female,6470,7083,503511,205,742,Unemployed,Single,Semiurban,0
50,Female,24003,21756,114655,75,603,Unemployed,Divorced,Semiurban,0
55,Female,29571,1466,717972,62,544,Unemployed,Widowed,Semiurban,1
23,Male,26668,49887,789448,71,754,Employed,Single,Urban,0
61,Male,79259,339,396845,63,658,Unemployed,Married,Rural,1
62,Female,34046,44547,366741,122,351,Unemployed,Widowed,Semiurban,1
49,Male,72977,21103,695956,312,310,Self-employed,Divorced,Rural,0
62,Female,79255,17088,208080,26,526,Employed,Single,Semiurban,1
64,Male,7397,3724,221965,84,413,Employed,Single,Semiurban,0
38,Male,24233,40957,748941,317,836,Unemployed,Single,Rural,0
33,Male,62308,21643,526848,359,386,Self-employed,Married,Semiurban,1
38,Female,71726,26044,648933,52,549,Unemployed,Widowed,Semiurban,1
28,Male,65219,10334,601388,176,549,Employed,Married,Semiurban,1
54,Female,3130,33320,268480,89,720,Self-employed,Single,Urban,0
53,Female,16071,36259,48316,113,509,Employed,Divorced,Semiurban,0
52,Female,4118,789,183989,292,820,Employed,Married,Urban,1
36,Male,2663,33941,301579,276,847,Employed,Divorced,Urban,0
37,Male,64408,552,121513,181,356,Employed,Married,Rural,1
35,Male,53786,19806,532056,323,362,Employed,Divorced,Urban,0
64,Female,21158,36979,362417,75,637,Self-employed,Divorced,Semiurban,0
58,Female,33087,8823,200149,171,831,Self-employed,Single,Urban,0
31,Male,55121,31980,771271,348,305,Employed,Single,Rural,0
